,CAD
2010-01-04,1110.15
2010-01-05,1109.76
2010-01-06,1101.19
2010-01-07,1102.69
2010-01-08,1095.51
2010-01-11,1099.37
2010-01-12,1083.4
2010-01-13,1081.9
2010-01-14,1092.96
2010-01-15,1096.28
2010-01-18,1090.75
2010-01-19,1098.66
2010-01-20,1090.07
2010-01-21,1082.66
2010-01-22,1082.33
2010-01-25,1088.75
2010-01-26,1086.98
2010-01-27,1083.13
2010-01-28,1090.12
2010-01-29,1084.13
2010-02-01,1082.81
2010-02-02,1100.92
2010-02-03,1096.87
2010-02-04,1084.63
2010-02-05,1075.29
2010-02-08,1094.39
2010-02-09,1089.98
2010-02-10,1093.04
2010-02-11,1089.89
2010-02-12,1102.0
2010-02-16,1100.53
2010-02-17,1104.15
2010-02-18,1092.19
2010-02-19,1091.35
2010-02-22,1113.97
2010-02-23,1102.39
2010-02-24,1088.01
2010-02-25,1097.34
2010-02-26,1092.42
2010-03-02,1114.29
2010-03-03,1112.75
2010-03-04,1111.69
2010-03-05,1109.62
2010-03-08,1111.77
2010-03-09,1102.66
2010-03-10,1105.43
2010-03-11,1105.45
2010-03-12,1104.76
2010-03-15,1111.76
2010-03-16,1112.43
2010-03-17,1118.16
2010-03-18,1117.71
2010-03-19,1116.29
2010-03-22,1113.85
2010-03-23,1117.12
2010-03-24,1115.72
2010-03-25,1109.16
2010-03-26,1113.53
2010-03-29,1111.9
2010-03-30,1114.74
2010-03-31,1109.61
2010-04-01,1115.43
2010-04-02,1118.9
2010-04-05,1115.27
2010-04-06,1122.8
2010-04-07,1122.2
2010-04-08,1116.05
2010-04-09,1121.18
2010-04-12,1116.18
2010-04-13,1109.89
2010-04-14,1118.14
2010-04-15,1117.54
2010-04-16,1106.32
2010-04-19,1096.75
2010-04-20,1101.03
2010-04-21,1117.48
2010-04-22,1110.54
2010-04-23,1108.12
2010-04-26,1111.11
2010-04-27,1103.72
2010-04-28,1089.64
2010-04-29,1107.77
2010-04-30,1111.28
2010-05-03,1090.83
2010-05-04,1103.77
2010-05-06,1081.09
2010-05-07,1080.59
2010-05-10,1116.98
2010-05-11,1106.04
2010-05-12,1107.18
2010-05-13,1116.61
2010-05-14,1107.14
2010-05-17,1094.36
2010-05-18,1112.68
2010-05-19,1105.43
2010-05-20,1116.74
2010-05-24,1109.17
2010-05-25,1139.47
2010-05-26,1175.57
2010-05-27,1171.15
2010-05-28,1175.82
2010-05-31,1137.85
2010-06-01,1152.23
2010-06-03,1162.57
2010-06-04,1157.36
2010-06-07,1128.96
2010-06-08,1165.07
2010-06-09,1176.89
2010-06-10,1189.73
2010-06-11,1223.27
2010-06-14,1203.3
2010-06-15,1185.24
2010-06-16,1192.94
2010-06-17,1181.0
2010-06-18,1181.4
2010-06-21,1183.12
2010-06-22,1149.85
2010-06-23,1150.89
2010-06-24,1143.27
2010-06-25,1136.88
2010-06-28,1161.72
2010-06-29,1158.18
2010-06-30,1148.62
2010-07-01,1156.27
2010-07-02,1162.72
2010-07-05,1148.66
2010-07-06,1149.08
2010-07-07,1165.43
2010-07-08,1165.56
2010-07-09,1160.93
2010-07-12,1160.9
2010-07-13,1155.72
2010-07-14,1168.55
2010-07-15,1160.95
2010-07-16,1159.93
2010-07-19,1136.6
2010-07-20,1152.18
2010-07-21,1161.01
2010-07-22,1148.75
2010-07-23,1164.12
2010-07-26,1153.65
2010-07-27,1157.14
2010-07-28,1143.24
2010-07-29,1142.84
2010-07-30,1146.83
2010-08-02,1150.82
2010-08-03,1147.24
2010-08-04,1141.36
2010-08-05,1148.26
2010-08-06,1148.39
2010-08-09,1133.45
2010-08-10,1128.24
2010-08-11,1132.49
2010-08-12,1123.54
2010-08-13,1144.89
2010-08-16,1139.74
2010-08-17,1144.01
2010-08-18,1141.32
2010-08-19,1143.2
2010-08-20,1128.66
2010-08-23,1124.79
2010-08-24,1122.32
2010-08-25,1121.17
2010-08-26,1127.95
2010-08-27,1128.71
2010-08-30,1139.21
2010-08-31,1121.69
2010-09-01,1124.13
2010-09-02,1132.39
2010-09-03,1121.56
2010-09-06,1133.64
2010-09-07,1130.72
2010-09-08,1122.09
2010-09-09,1134.01
2010-09-10,1131.37
2010-09-13,1129.69
2010-09-14,1129.22
2010-09-15,1130.65
2010-09-16,1131.77
2010-09-17,1133.78
2010-09-20,1126.49
2010-09-24,1123.4
2010-09-27,1128.58
2010-09-28,1114.85
2010-09-29,1114.62
2010-09-30,1106.16
2010-10-01,1106.77
2010-10-04,1112.27
2010-10-05,1098.93
2010-10-06,1113.22
2010-10-07,1107.75
2010-10-08,1097.21
2010-10-11,1109.11
2010-10-12,1100.22
2010-10-13,1115.57
2010-10-14,1116.37
2010-10-15,1107.81
2010-10-18,1100.67
2010-10-19,1098.26
2010-10-20,1087.13
2010-10-21,1106.41
2010-10-22,1097.71
2010-10-25,1100.07
2010-10-26,1094.92
2010-10-27,1091.77
2010-10-28,1095.12
2010-10-29,1105.05
2010-11-01,1103.78
2010-11-02,1102.24
2010-11-03,1104.79
2010-11-04,1100.72
2010-11-05,1104.35
2010-11-08,1105.38
2010-11-09,1109.38
2010-11-10,1106.94
2010-11-11,1112.63
2010-11-12,1103.47
2010-11-15,1106.83
2010-11-16,1118.08
2010-11-17,1104.62
2010-11-18,1111.87
2010-11-19,1117.5
2010-11-22,1113.71
2010-11-23,1106.04
2010-11-24,1109.35
2010-11-25,1137.69
2010-11-26,1133.57
2010-11-29,1126.98
2010-11-30,1135.83
2010-12-01,1125.68
2010-12-02,1133.51
2010-12-03,1145.23
2010-12-06,1139.8
2010-12-07,1127.62
2010-12-08,1121.86
2010-12-09,1128.68
2010-12-10,1126.74
2010-12-13,1130.35
2010-12-14,1134.87
2010-12-15,1135.16
2010-12-16,1146.16
2010-12-17,1149.72
2010-12-20,1136.48
2010-12-21,1144.86
2010-12-22,1133.41
2010-12-23,1140.45
2010-12-24,1140.1
2010-12-27,1141.22
2010-12-28,1142.77
2010-12-29,1145.15
2010-12-30,1146.16
2010-12-31,1138.67
2011-01-03,1146.29
2011-01-04,1135.73
2011-01-05,1124.27
2011-01-06,1128.89
2011-01-07,1126.71
2011-01-10,1130.29
2011-01-11,1128.05
2011-01-12,1137.86
2011-01-13,1135.5
2011-01-14,1124.46
2011-01-17,1128.41
2011-01-18,1129.32
2011-01-19,1125.64
2011-01-20,1117.36
2011-01-21,1121.11
2011-01-24,1129.0
2011-01-25,1127.35
2011-01-26,1121.02
2011-01-27,1123.2
2011-01-28,1119.62
2011-01-31,1112.74
2011-02-01,1122.31
2011-02-07,1131.01
2011-02-08,1117.45
2011-02-09,1109.95
2011-02-10,1111.69
2011-02-11,1117.43
2011-02-14,1135.17
2011-02-15,1136.17
2011-02-16,1134.01
2011-02-17,1137.42
2011-02-18,1133.31
2011-02-21,1129.26
2011-02-22,1135.82
2011-02-23,1137.16
2011-02-24,1138.03
2011-02-25,1146.62
2011-02-28,1153.98
2011-03-02,1158.63
2011-03-03,1160.01
2011-03-04,1154.4
2011-03-07,1148.18
2011-03-08,1148.63
2011-03-09,1150.71
2011-03-10,1151.11
2011-03-11,1146.72
2011-03-14,1154.81
2011-03-15,1160.26
2011-03-16,1148.29
2011-03-17,1140.96
2011-03-18,1154.28
2011-03-21,1146.36
2011-03-22,1150.05
2011-03-23,1143.13
2011-03-24,1145.81
2011-03-25,1150.23
2011-03-28,1135.51
2011-03-29,1138.86
2011-03-30,1144.0
2011-03-31,1139.62
2011-04-01,1134.47
2011-04-04,1136.42
2011-04-05,1124.28
2011-04-06,1130.8
2011-04-07,1130.55
2011-04-08,1134.16
2011-04-11,1135.12
2011-04-12,1134.25
2011-04-13,1134.12
2011-04-14,1134.71
2011-04-15,1133.73
2011-04-18,1133.35
2011-04-19,1130.13
2011-04-20,1143.63
2011-04-21,1137.15
2011-04-22,1133.13
2011-04-25,1134.56
2011-04-26,1133.71
2011-04-27,1141.85
2011-04-28,1136.02
2011-04-29,1128.32
2011-05-02,1133.97
2011-05-03,1121.06
2011-05-04,1123.22
2011-05-06,1112.19
2011-05-09,1125.46
2011-05-11,1128.78
2011-05-12,1119.22
2011-05-13,1124.53
2011-05-16,1123.04
2011-05-17,1120.76
2011-05-18,1122.9
2011-05-19,1120.66
2011-05-20,1121.54
2011-05-23,1111.2
2011-05-24,1116.43
2011-05-25,1120.86
2011-05-26,1121.42
2011-05-27,1113.66
2011-05-30,1107.34
2011-05-31,1106.49
2011-06-01,1113.07
2011-06-02,1101.85
2011-06-03,1107.76
2011-06-07,1099.6
2011-06-08,1108.99
2011-06-09,1103.91
2011-06-10,1112.7
2011-06-13,1103.66
2011-06-14,1112.03
2011-06-15,1118.45
2011-06-16,1106.51
2011-06-17,1109.48
2011-06-20,1108.48
2011-06-21,1106.15
2011-06-22,1111.83
2011-06-23,1103.36
2011-06-24,1101.03
2011-06-27,1089.67
2011-06-28,1102.8
2011-06-29,1101.8
2011-06-30,1114.08
2011-07-01,1109.72
2011-07-04,1112.11
2011-07-05,1108.47
2011-07-06,1106.43
2011-07-07,1103.87
2011-07-08,1110.44
2011-07-11,1098.95
2011-07-12,1093.83
2011-07-13,1104.18
2011-07-14,1111.32
2011-07-15,1100.9
2011-07-18,1108.16
2011-07-19,1106.11
2011-07-20,1114.77
2011-07-21,1115.13
2011-07-22,1117.96
2011-07-25,1106.93
2011-07-26,1113.28
2011-07-27,1115.77
2011-07-28,1106.41
2011-07-29,1108.41
2011-08-01,1103.94
2011-08-02,1098.15
2011-08-03,1093.05
2011-08-04,1101.5
2011-08-05,1079.0
2011-08-08,1088.17
2011-08-09,1082.21
2011-08-10,1113.98
2011-08-11,1086.92
2011-08-12,1101.06
2011-08-16,1099.09
2011-08-17,1088.5
2011-08-18,1094.37
2011-08-19,1081.98
2011-08-22,1092.46
2011-08-23,1093.63
2011-08-24,1093.58
2011-08-25,1092.6
2011-08-26,1098.48
2011-08-29,1104.83
2011-08-30,1102.4
2011-08-31,1094.86
2011-09-01,1094.2
2011-09-02,1088.97
2011-09-05,1076.7
2011-09-06,1077.57
2011-09-07,1082.74
2011-09-08,1088.96
2011-09-09,1085.5
2011-09-14,1091.39
2011-09-15,1111.46
2011-09-16,1125.43
2011-09-19,1127.53
2011-09-20,1129.02
2011-09-21,1157.78
2011-09-22,1140.19
2011-09-23,1145.48
2011-09-26,1154.31
2011-09-28,1156.29
2011-09-29,1133.1
2011-09-30,1136.21
2011-10-04,1117.74
2011-10-05,1138.26
2011-10-06,1144.78
2011-10-07,1143.05
2011-10-10,1135.94
2011-10-11,1142.38
2011-10-12,1132.16
2011-10-13,1151.95
2011-10-14,1132.02
2011-10-17,1149.44
2011-10-18,1120.49
2011-10-19,1130.2
2011-10-20,1116.98
2011-10-21,1121.44
2011-10-24,1139.64
2011-10-25,1133.51
2011-10-26,1109.48
2011-10-27,1125.11
2011-10-28,1133.91
2011-10-31,1112.23
2011-11-01,1105.37
2011-11-02,1090.19
2011-11-03,1109.23
2011-11-04,1122.41
2011-11-07,1095.67
2011-11-08,1099.77
2011-11-09,1105.96
2011-11-10,1089.02
2011-11-11,1115.23
2011-11-14,1116.8
2011-11-15,1102.08
2011-11-16,1103.04
2011-11-17,1107.21
2011-11-18,1106.18
2011-11-21,1104.75
2011-11-22,1096.14
2011-11-23,1104.25
2011-11-24,1096.93
2011-11-25,1105.1
2011-11-28,1112.67
2011-11-29,1116.17
2011-11-30,1115.39
2011-12-01,1119.61
2011-12-02,1111.25
2011-12-05,1109.23
2011-12-06,1111.41
2011-12-07,1120.5
2011-12-08,1116.97
2011-12-09,1105.2
2011-12-12,1120.95
2011-12-13,1114.68
2011-12-14,1117.68
2011-12-15,1115.44
2011-12-16,1123.32
2011-12-19,1113.89
2011-12-20,1126.09
2011-12-21,1134.59
2011-12-22,1120.53
2011-12-23,1132.53
2011-12-26,1124.99
2011-12-27,1129.06
2011-12-28,1134.39
2011-12-29,1129.72
2011-12-30,1129.74
2012-01-02,1131.46
2012-01-03,1133.95
2012-01-04,1138.15
2012-01-05,1132.51
2012-01-06,1127.75
2012-01-09,1125.48
2012-01-10,1137.79
2012-01-11,1137.21
2012-01-12,1137.39
2012-01-13,1137.7
2012-01-16,1122.43
2012-01-17,1133.21
2012-01-18,1129.21
2012-01-19,1130.22
2012-01-20,1123.81
2012-01-25,1124.24
2012-01-26,1121.25
2012-01-27,1119.53
2012-01-30,1122.0
2012-01-31,1122.98
2012-02-01,1122.99
2012-02-02,1128.83
2012-02-03,1119.17
2012-02-06,1126.11
2012-02-07,1124.06
2012-02-08,1127.36
2012-02-09,1120.12
2012-02-10,1123.49
2012-02-13,1121.37
2012-02-14,1122.3
2012-02-15,1124.61
2012-02-16,1122.71
2012-02-17,1131.59
2012-02-20,1133.3
2012-02-21,1129.14
2012-02-22,1127.46
2012-02-23,1126.58
2012-02-24,1131.35
2012-02-27,1124.98
2012-02-28,1130.21
2012-02-29,1132.1
2012-03-02,1136.7
2012-03-05,1126.55
2012-03-06,1124.47
2012-03-07,1118.4
2012-03-08,1129.34
2012-03-09,1130.88
2012-03-12,1126.41
2012-03-13,1130.98
2012-03-14,1134.49
2012-03-15,1131.44
2012-03-16,1138.32
2012-03-19,1134.38
2012-03-20,1137.39
2012-03-21,1133.07
2012-03-22,1136.03
2012-03-23,1130.98
2012-03-26,1137.33
2012-03-27,1147.86
2012-03-28,1141.71
2012-03-29,1139.42
2012-03-30,1141.45
2012-04-02,1139.5
2012-04-03,1139.03
2012-04-04,1133.43
2012-04-05,1132.5
2012-04-06,1137.29
2012-04-09,1136.95
2012-04-10,1141.31
2012-04-12,1134.04
2012-04-13,1148.1
2012-04-16,1135.06
2012-04-17,1138.04
2012-04-18,1151.22
2012-04-19,1146.81
2012-04-20,1146.29
2012-04-23,1148.01
2012-04-24,1149.48
2012-04-25,1156.06
2012-04-26,1158.99
2012-04-27,1153.6
2012-04-30,1156.29
2012-05-02,1147.78
2012-05-03,1142.03
2012-05-04,1143.26
2012-05-07,1134.79
2012-05-08,1146.93
2012-05-09,1136.5
2012-05-10,1137.72
2012-05-11,1138.97
2012-05-14,1143.48
2012-05-15,1145.72
2012-05-16,1146.31
2012-05-17,1148.01
2012-05-18,1141.46
2012-05-21,1146.89
2012-05-22,1146.52
2012-05-23,1139.68
2012-05-24,1144.13
2012-05-25,1146.47
2012-05-29,1152.06
2012-05-30,1152.05
2012-05-31,1143.33
2012-06-01,1144.13
2012-06-04,1133.05
2012-06-05,1137.22
2012-06-07,1137.22
2012-06-08,1139.53
2012-06-11,1148.03
2012-06-12,1131.75
2012-06-13,1141.56
2012-06-14,1134.78
2012-06-15,1140.18
2012-06-18,1141.06
2012-06-19,1132.47
2012-06-20,1137.27
2012-06-21,1130.82
2012-06-22,1118.12
2012-06-25,1128.1
2012-06-26,1128.3
2012-06-27,1132.44
2012-06-28,1128.99
2012-06-29,1116.13
2012-07-02,1132.14
2012-07-03,1124.8
2012-07-04,1127.51
2012-07-05,1120.4
2012-07-06,1120.04
2012-07-09,1116.57
2012-07-10,1120.6
2012-07-11,1117.51
2012-07-12,1122.38
2012-07-13,1124.55
2012-07-16,1135.39
2012-07-17,1130.53
2012-07-18,1129.33
2012-07-19,1128.69
2012-07-20,1129.68
2012-07-23,1125.12
2012-07-24,1125.96
2012-07-25,1123.61
2012-07-26,1133.28
2012-07-27,1136.12
2012-07-30,1135.47
2012-07-31,1134.33
2012-08-01,1129.47
2012-08-02,1122.21
2012-08-03,1121.93
2012-08-06,1134.47
2012-08-07,1125.82
2012-08-08,1130.58
2012-08-09,1134.24
2012-08-10,1135.8
2012-08-13,1138.0
2012-08-14,1139.92
2012-08-16,1141.28
2012-08-17,1148.43
2012-08-20,1146.43
2012-08-21,1148.65
2012-08-22,1144.23
2012-08-23,1144.03
2012-08-24,1137.51
2012-08-27,1143.65
2012-08-28,1146.84
2012-08-29,1150.84
2012-08-30,1146.27
2012-08-31,1143.46
2012-09-03,1150.27
2012-09-04,1147.7
2012-09-05,1147.23
2012-09-06,1145.42
2012-09-07,1153.87
2012-09-10,1155.58
2012-09-11,1155.35
2012-09-12,1160.16
2012-09-13,1153.89
2012-09-14,1164.42
2012-09-17,1153.15
2012-09-18,1144.0
2012-09-19,1146.36
2012-09-20,1145.86
2012-09-21,1145.29
2012-09-24,1145.11
2012-09-25,1144.58
2012-09-26,1140.27
2012-09-27,1138.34
2012-09-28,1140.73
2012-10-02,1133.59
2012-10-04,1128.1
2012-10-05,1134.92
2012-10-08,1135.23
2012-10-09,1137.4
2012-10-10,1134.42
2012-10-11,1134.73
2012-10-12,1139.73
2012-10-15,1133.78
2012-10-16,1133.29
2012-10-17,1122.25
2012-10-18,1129.28
2012-10-19,1121.97
2012-10-22,1111.3
2012-10-23,1113.45
2012-10-24,1110.41
2012-10-25,1109.8
2012-10-26,1106.82
2012-10-29,1097.27
2012-10-30,1094.64
2012-10-31,1095.09
2012-11-01,1090.38
2012-11-02,1094.62
2012-11-05,1095.91
2012-11-06,1095.86
2012-11-07,1100.08
2012-11-08,1090.97
2012-11-09,1087.66
2012-11-12,1089.06
2012-11-13,1088.4
2012-11-14,1087.85
2012-11-15,1083.4
2012-11-16,1085.89
2012-11-19,1088.65
2012-11-20,1090.33
2012-11-21,1086.37
2012-11-22,1087.17
2012-11-23,1086.93
2012-11-26,1094.12
2012-11-27,1092.55
2012-11-28,1089.99
2012-11-29,1093.93
2012-11-30,1092.4
2012-12-03,1089.85
2012-12-04,1089.16
2012-12-05,1091.17
2012-12-06,1091.34
2012-12-07,1091.87
2012-12-10,1096.86
2012-12-11,1094.12
2012-12-12,1092.32
2012-12-13,1092.36
2012-12-14,1089.13
2012-12-17,1089.59
2012-12-18,1090.57
2012-12-20,1083.61
2012-12-21,1087.1
2012-12-24,1082.76
2012-12-26,1083.63
2012-12-27,1080.44
2012-12-28,1078.0
2012-12-31,1076.05
2013-01-02,1078.38
2013-01-03,1080.2
2013-01-04,1076.07
2013-01-07,1078.61
2013-01-08,1078.72
2013-01-09,1077.53
2013-01-10,1075.27
2013-01-11,1079.24
2013-01-14,1073.24
2013-01-15,1073.05
2013-01-16,1072.18
2013-01-17,1073.72
2013-01-18,1073.33
2013-01-21,1064.4
2013-01-22,1067.58
2013-01-23,1072.98
2013-01-24,1065.61
2013-01-25,1065.84
2013-01-29,1076.1
2013-01-30,1086.32
2013-01-31,1080.86
2013-02-01,1092.07
2013-02-04,1096.63
2013-02-05,1090.64
2013-02-06,1091.66
2013-02-07,1093.39
2013-02-08,1092.19
2013-02-12,1088.47
2013-02-13,1092.18
2013-02-14,1084.94
2013-02-15,1083.72
2013-02-18,1070.91
2013-02-19,1071.19
2013-02-20,1069.21
2013-02-21,1060.2
2013-02-22,1064.88
2013-02-25,1062.7
2013-02-26,1060.26
2013-02-27,1060.74
2013-02-28,1060.48
2013-03-04,1052.84
2013-03-05,1062.4
2013-03-06,1058.22
2013-03-07,1049.69
2013-03-08,1055.17
2013-03-11,1059.73
2013-03-12,1070.47
2013-03-13,1066.89
2013-03-14,1067.71
2013-03-15,1081.0
2013-03-18,1085.74
2013-03-19,1090.48
2013-03-20,1080.96
2013-03-21,1088.92
2013-03-22,1089.29
2013-03-25,1091.98
2013-03-26,1089.24
2013-03-27,1089.7
2013-03-28,1091.52
2013-03-29,1094.43
2013-04-01,1093.69
2013-04-02,1097.07
2013-04-03,1096.84
2013-04-04,1104.75
2013-04-05,1109.65
2013-04-08,1108.7
2013-04-09,1119.49
2013-04-10,1120.96
2013-04-11,1122.25
2013-04-12,1117.49
2013-04-15,1115.04
2013-04-16,1099.09
2013-04-17,1096.41
2013-04-18,1086.83
2013-04-19,1094.15
2013-04-22,1090.32
2013-04-23,1093.75
2013-04-24,1091.33
2013-04-25,1091.37
2013-04-26,1091.79
2013-04-29,1091.09
2013-04-30,1095.56
2013-05-02,1093.72
2013-05-03,1088.38
2013-05-06,1090.85
2013-05-07,1086.5
2013-05-08,1088.56
2013-05-09,1085.04
2013-05-10,1079.87
2013-05-13,1090.71
2013-05-14,1103.02
2013-05-15,1089.57
2013-05-16,1095.36
2013-05-20,1083.53
2013-05-21,1091.41
2013-05-22,1083.91
2013-05-23,1071.93
2013-05-24,1090.23
2013-05-27,1093.29
2013-05-28,1088.37
2013-05-29,1081.69
2013-05-30,1092.23
2013-05-31,1095.28
2013-06-03,1087.03
2013-06-04,1097.05
2013-06-05,1084.49
2013-06-07,1089.46
2013-06-10,1088.01
2013-06-11,1102.05
2013-06-12,1112.78
2013-06-13,1108.1
2013-06-14,1116.6
2013-06-17,1109.56
2013-06-18,1107.46
2013-06-19,1106.06
2013-06-20,1102.19
2013-06-21,1103.65
2013-06-24,1102.46
2013-06-25,1102.37
2013-06-26,1102.17
2013-06-27,1101.62
2013-06-28,1096.88
2013-07-01,1088.48
2013-07-02,1082.76
2013-07-03,1073.64
2013-07-04,1086.13
2013-07-05,1083.12
2013-07-08,1079.32
2013-07-09,1090.34
2013-07-10,1086.67
2013-07-11,1095.53
2013-07-12,1084.14
2013-07-15,1079.55
2013-07-16,1075.6
2013-07-17,1078.03
2013-07-18,1074.11
2013-07-19,1081.37
2013-07-22,1084.3
2013-07-23,1081.93
2013-07-24,1084.88
2013-07-25,1080.23
2013-07-26,1086.66
2013-07-29,1082.47
2013-07-30,1080.55
2013-07-31,1080.17
2013-08-01,1088.58
2013-08-02,1083.69
2013-08-05,1083.52
2013-08-06,1077.46
2013-08-07,1074.19
2013-08-08,1072.21
2013-08-09,1078.08
2013-08-12,1081.31
2013-08-13,1079.22
2013-08-14,1079.06
2013-08-16,1086.16
2013-08-19,1078.81
2013-08-20,1076.77
2013-08-21,1079.37
2013-08-22,1066.63
2013-08-23,1070.05
2013-08-26,1064.14
2013-08-27,1060.0
2013-08-28,1064.95
2013-08-29,1064.82
2013-08-30,1054.38
2013-09-02,1052.9
2013-09-03,1046.09
2013-09-04,1040.05
2013-09-05,1047.53
2013-09-06,1041.32
2013-09-09,1052.26
2013-09-10,1048.87
2013-09-11,1048.06
2013-09-12,1053.85
2013-09-13,1048.95
2013-09-16,1053.13
2013-09-17,1048.8
2013-09-23,1053.49
2013-09-24,1046.19
2013-09-25,1043.19
2013-09-26,1043.82
2013-09-27,1041.99
2013-09-30,1042.8
2013-10-01,1041.36
2013-10-02,1040.02
2013-10-04,1040.77
2013-10-07,1040.64
2013-10-08,1037.86
2013-10-10,1033.1
2013-10-11,1033.63
2013-10-14,1032.85
2013-10-15,1035.14
2013-10-16,1029.3
2013-10-17,1033.01
2013-10-18,1033.7
2013-10-21,1031.09
2013-10-22,1030.42
2013-10-23,1031.68
2013-10-24,1017.72
2013-10-25,1014.68
2013-10-28,1017.04
2013-10-29,1016.23
2013-10-30,1013.42
2013-10-31,1013.03
2013-11-01,1015.86
2013-11-04,1019.57
2013-11-05,1019.0
2013-11-06,1015.83
2013-11-07,1019.19
2013-11-08,1014.39
2013-11-11,1014.31
2013-11-12,1020.44
2013-11-13,1020.44
2013-11-14,1026.01
2013-11-15,1019.83
2013-11-18,1021.89
2013-11-19,1016.78
2013-11-20,1009.03
2013-11-21,1010.62
2013-11-22,1009.41
2013-11-25,1008.17
2013-11-26,1006.84
2013-11-27,1005.6
2013-11-28,1001.32
2013-11-29,1003.21
2013-12-02,996.75
2013-12-03,993.94
2013-12-04,996.85
2013-12-05,993.91
2013-12-06,996.15
2013-12-09,993.66
2013-12-10,990.22
2013-12-11,992.5
2013-12-12,993.3
2013-12-13,989.62
2013-12-16,994.33
2013-12-17,993.49
2013-12-18,991.61
2013-12-19,981.8
2013-12-20,991.84
2013-12-23,997.84
2013-12-24,999.67
2013-12-26,997.13
2013-12-27,995.07
2013-12-30,985.85
2013-12-31,990.85
2014-01-02,991.22
2014-01-03,984.58
2014-01-06,991.39
2014-01-07,996.3
2014-01-08,991.78
2014-01-09,984.62
2014-01-10,981.83
2014-01-13,974.46
2014-01-14,971.9
2014-01-15,966.49
2014-01-16,971.03
2014-01-17,973.34
2014-01-20,967.36
2014-01-21,971.47
2014-01-22,970.14
2014-01-23,963.13
2014-01-24,965.41
2014-01-27,973.34
2014-01-28,975.61
2014-01-29,967.98
2014-02-03,962.87
2014-02-04,974.3
2014-02-05,980.15
2014-02-06,974.23
2014-02-07,972.18
2014-02-10,974.0
2014-02-11,969.61
2014-02-12,973.44
2014-02-13,967.82
2014-02-14,968.9
2014-02-17,967.61
2014-02-18,967.7
2014-02-19,971.25
2014-02-20,963.61
2014-02-21,965.76
2014-02-24,966.15
2014-02-25,972.53
2014-02-26,965.72
2014-02-27,961.28
2014-02-28,959.39
2014-03-03,962.27
2014-03-04,967.59
2014-03-05,965.94
2014-03-06,970.36
2014-03-07,971.64
2014-03-10,958.2
2014-03-11,959.23
2014-03-12,958.46
2014-03-13,961.68
2014-03-14,963.53
2014-03-17,966.07
2014-03-18,967.18
2014-03-19,959.0
2014-03-20,952.54
2014-03-21,956.63
2014-03-24,962.79
2014-03-25,964.23
2014-03-26,965.7
2014-03-27,968.29
2014-03-28,972.75
2014-03-31,966.98
2014-04-01,964.45
2014-04-02,961.64
2014-04-03,958.21
2014-04-04,958.77
2014-04-07,961.84
2014-04-08,959.86
2014-04-09,964.13
2014-04-10,958.47
2014-04-11,947.76
2014-04-14,945.63
2014-04-15,947.77
2014-04-16,948.27
2014-04-17,945.26
2014-04-18,941.96
2014-04-21,941.2
2014-04-22,942.26
2014-04-23,942.61
2014-04-24,942.34
2014-04-25,942.07
2014-04-28,941.54
2014-04-29,940.77
2014-04-30,941.85
2014-05-02,941.27
2014-05-07,947.18
2014-05-08,941.05
2014-05-09,944.93
2014-05-12,938.7
2014-05-13,940.76
2014-05-14,937.67
2014-05-15,940.86
2014-05-16,943.78
2014-05-19,944.13
2014-05-20,940.67
2014-05-21,938.77
2014-05-22,940.76
2014-05-23,941.15
2014-05-26,942.23
2014-05-27,943.03
2014-05-28,942.53
2014-05-29,940.67
2014-05-30,942.48
2014-06-02,941.07
2014-06-03,939.51
2014-06-05,935.86
2014-06-09,935.46
2014-06-10,932.75
2014-06-11,932.23
2014-06-12,935.27
2014-06-13,937.31
2014-06-16,937.56
2014-06-17,940.24
2014-06-18,941.33
2014-06-19,944.17
2014-06-20,941.21
2014-06-23,948.11
2014-06-24,949.11
2014-06-25,947.42
2014-06-26,951.79
2014-06-27,951.22
2014-06-30,951.19
2014-07-01,948.46
2014-07-02,951.57
2014-07-03,946.57
2014-07-04,948.87
2014-07-07,947.1
2014-07-08,945.2
2014-07-09,947.62
2014-07-10,950.15
2014-07-11,950.05
2014-07-14,948.74
2014-07-15,950.58
2014-07-16,951.66
2014-07-17,961.55
2014-07-18,956.52
2014-07-21,960.85
2014-07-22,956.7
2014-07-23,954.05
2014-07-24,953.48
2014-07-25,956.72
2014-07-28,952.18
2014-07-29,949.22
2014-07-30,944.34
2014-07-31,939.42
2014-08-01,941.04
2014-08-04,946.18
