,EUR
2019-06-04,1330.46
2019-06-05,1329.72
2019-06-07,1330.7
2019-06-10,1334.9
2019-06-11,1339.64
2019-06-12,1338.63
2019-06-13,1334.49
2019-06-14,1336.16
2019-06-17,1327.92
2019-06-18,1331.21
2019-06-19,1326.67
2019-06-20,1322.65
2019-06-21,1318.51
2019-06-24,1321.43
2019-06-25,1319.95
2019-06-26,1312.78
2019-06-27,1317.28
2019-06-28,1315.11
2019-07-01,1314.65
2019-07-02,1304.16
2019-07-03,1315.0
2019-07-04,1321.09
2019-07-05,1319.62
2019-07-08,1314.18
2019-07-09,1321.75
2019-07-10,1322.14
2019-07-11,1329.96
2019-07-12,1321.29
2019-07-15,1326.93
2019-07-16,1327.96
2019-07-17,1321.16
2019-07-18,1325.29
2019-07-19,1327.59
2019-07-22,1316.32
2019-07-23,1319.91
2019-07-24,1314.03
2019-07-25,1312.63
2019-07-26,1315.01
2019-07-29,1318.31
2019-07-30,1318.84
2019-07-31,1318.82
2019-08-01,1309.19
2019-08-02,1316.8
2019-08-05,1327.3
2019-08-06,1361.09
2019-08-07,1360.26
2019-08-08,1360.54
2019-08-09,1355.08
2019-08-12,1355.17
2019-08-13,1363.36
2019-08-14,1361.94
2019-08-16,1346.32
2019-08-19,1345.97
2019-08-20,1341.82
2019-08-21,1343.14
2019-08-22,1335.36
2019-08-23,1335.43
2019-08-26,1351.24
2019-08-27,1352.14
2019-08-28,1345.51
2019-08-29,1345.1
2019-08-30,1343.83
2019-09-02,1329.59
2019-09-03,1328.91
2019-09-04,1333.14
2019-09-05,1335.02
2019-09-06,1323.82
2019-09-09,1319.46
2019-09-10,1317.54
2019-09-11,1316.75
2019-09-16,1320.19
2019-09-17,1302.93
2019-09-18,1315.51
2019-09-19,1312.82
2019-09-20,1320.05
2019-09-23,1312.41
2019-09-24,1311.75
2019-09-25,1315.73
2019-09-26,1312.08
2019-09-27,1309.36
2019-09-30,1314.64
2019-10-01,1306.95
2019-10-02,1309.81
2019-10-04,1320.82
2019-10-07,1314.67
2019-10-08,1312.74
2019-10-10,1312.68
2019-10-11,1316.61
2019-10-14,1311.86
2019-10-15,1305.33
2019-10-16,1306.36
2019-10-17,1314.66
2019-10-18,1320.15
2019-10-21,1317.14
2019-10-22,1310.51
2019-10-23,1303.53
2019-10-24,1306.68
2019-10-25,1300.1
2019-10-28,1301.37
2019-10-29,1298.08
2019-10-30,1296.45
2019-10-31,1303.17
2019-11-01,1295.47
2019-11-04,1303.63
2019-11-05,1291.06
2019-11-06,1284.64
2019-11-07,1281.24
2019-11-08,1282.52
2019-11-11,1274.08
2019-11-12,1281.38
2019-11-13,1281.25
2019-11-14,1285.41
2019-11-15,1289.96
2019-11-18,1289.05
2019-11-19,1289.39
2019-11-20,1294.52
2019-11-21,1296.18
2019-11-22,1301.44
2019-11-25,1298.11
2019-11-26,1295.29
2019-11-27,1294.48
2019-11-28,1294.13
2019-11-29,1298.47
2019-12-02,1300.51
2019-12-03,1307.47
2019-12-04,1314.61
2019-12-05,1322.62
2019-12-06,1321.78
2019-12-09,1315.75
2019-12-10,1315.9
2019-12-11,1322.46
2019-12-12,1328.5
2019-12-13,1329.57
2019-12-16,1303.87
2019-12-17,1306.49
2019-12-18,1301.16
2019-12-19,1295.29
2019-12-20,1295.39
2019-12-23,1288.04
2019-12-24,1288.04
2019-12-26,1290.78
2019-12-27,1288.82
2019-12-30,1298.06
2019-12-31,1297.43
2020-01-02,1299.11
2020-01-03,1292.66
2020-01-06,1298.15
2020-01-07,1309.54
2020-01-08,1299.25
2020-01-09,1304.25
2020-01-10,1288.47
2020-01-13,1290.74
2020-01-14,1286.93
2020-01-15,1283.11
2020-01-16,1292.24
