,BHD
2019-06-04,3137.93
2019-06-05,3133.95
2019-06-07,3129.44
2019-06-10,3128.65
2019-06-11,3140.58
2019-06-12,3134.48
2019-06-13,3134.48
2019-06-14,3142.44
2019-06-17,3140.58
2019-06-18,3146.68
2019-06-19,3143.24
2019-06-20,3122.02
2019-06-21,3097.35
2019-06-24,3081.74
2019-06-25,3071.35
2019-06-26,3062.86
2019-06-27,3072.15
2019-06-28,3068.44
2019-07-01,3067.37
2019-07-02,3064.72
2019-07-03,3089.66
2019-07-04,3104.51
2019-07-05,3101.33
2019-07-08,3104.51
2019-07-09,3125.99
2019-07-10,3129.71
2019-07-11,3133.69
2019-07-12,3113.53
2019-07-15,3122.81
2019-07-16,3127.85
2019-07-17,3125.99
2019-07-18,3132.36
2019-07-19,3128.65
2019-07-22,3112.47
2019-07-23,3123.61
2019-07-24,3125.73
2019-07-25,3125.2
2019-07-26,3129.44
2019-07-29,3141.03
2019-07-30,3138.99
2019-07-31,3135.28
2019-08-01,3135.01
2019-08-02,3152.52
2019-08-05,3169.23
2019-08-06,3214.32
2019-08-07,3220.95
2019-08-08,3221.49
2019-08-09,3213.0
2019-08-12,3208.92
2019-08-13,3224.4
2019-08-14,3233.16
2019-08-16,3214.06
2019-08-19,3218.3
2019-08-20,3211.41
2019-08-21,3210.08
2019-08-22,3193.63
2019-08-23,3196.55
2019-08-26,3215.04
2019-08-27,3231.3
2019-08-28,3217.77
2019-08-29,3218.58
2019-08-30,3223.09
2019-09-02,3208.23
2019-09-03,3214.33
2019-09-04,3223.09
2019-09-05,3208.5
2019-09-06,3181.71
2019-09-09,3174.55
2019-09-10,3162.61
2019-09-11,3161.29
2019-09-16,3159.96
2019-09-17,3140.33
2019-09-18,3151.57
2019-09-19,3157.49
2019-09-20,3169.77
2019-09-23,3159.42
2019-09-24,3164.72
2019-09-25,3167.11
2019-09-26,3178.51
2019-09-27,3180.64
2019-09-30,3186.47
2019-10-01,3180.9
2019-10-02,3178.25
2019-10-04,3192.84
2019-10-07,3175.07
2019-10-08,3173.74
2019-10-10,3168.97
2019-10-11,3172.68
2019-10-14,3154.64
2019-10-15,3139.79
2019-10-16,3140.85
2019-10-17,3148.54
2019-10-18,3147.48
2019-10-21,3131.3
2019-10-22,3117.77
2019-10-23,3107.16
2019-10-24,3113.26
2019-10-25,3106.1
2019-10-28,3114.51
2019-10-29,3102.3
2019-10-30,3094.08
2019-10-31,3099.12
2019-11-01,3081.35
2019-11-04,3097.0
2019-11-05,3077.9
2019-11-06,3077.11
2019-11-07,3070.21
2019-11-08,3078.43
2019-11-11,3066.42
2019-11-12,3080.21
2019-11-13,3086.04
2019-11-14,3096.84
2019-11-15,3104.1
2019-11-18,3093.55
2019-11-19,3088.45
2019-11-20,3099.32
2019-11-21,3103.3
2019-11-22,3120.28
2019-11-25,3124.06
2019-11-26,3119.56
2019-11-27,3114.87
2019-11-28,3119.12
2019-11-29,3127.87
2019-12-02,3130.52
2019-12-03,3130.7
2019-12-04,3146.09
2019-12-05,3165.98
2019-12-06,3156.69
2019-12-09,3155.03
2019-12-10,3153.89
2019-12-11,3161.05
2019-12-12,3164.5
2019-12-13,3152.03
2019-12-16,3107.88
2019-12-17,3110.56
2019-12-18,3094.28
2019-12-19,3090.74
2019-12-20,3088.7
2019-12-23,3083.49
2019-12-24,3083.49
2019-12-26,3086.49
2019-12-27,3079.78
2019-12-30,3078.98
2019-12-31,3070.6
2020-01-02,3071.01
2020-01-03,3068.62
2020-01-06,3083.84
2020-01-07,3101.89
2020-01-08,3090.49
2020-01-09,3114.08
2020-01-10,3076.76
2020-01-13,3079.68
2020-01-14,3065.35
2020-01-15,3058.54
2020-01-16,3073.66
