,CHF
2019-06-04,1192.06
2019-06-05,1190.67
2019-06-07,1190.27
2019-06-10,1191.35
2019-06-11,1196.26
2019-06-12,1190.69
2019-06-13,1187.52
2019-06-14,1192.33
2019-06-17,1185.78
2019-06-18,1187.84
2019-06-19,1184.47
2019-06-20,1185.3
2019-06-21,1189.71
2019-06-24,1190.21
2019-06-25,1191.07
2019-06-26,1184.49
2019-06-27,1184.92
2019-06-28,1184.09
2019-07-01,1180.84
2019-07-02,1170.56
2019-07-03,1181.94
2019-07-04,1186.84
2019-07-05,1187.13
2019-07-08,1180.67
2019-07-09,1185.38
2019-07-10,1187.32
2019-07-11,1195.2
2019-07-12,1185.66
2019-07-15,1195.53
2019-07-16,1198.13
2019-07-17,1192.81
2019-07-18,1195.77
2019-07-19,1199.78
2019-07-22,1194.42
2019-07-23,1198.7
2019-07-24,1196.28
2019-07-25,1196.57
2019-07-26,1190.63
2019-07-29,1192.49
2019-07-30,1193.24
2019-07-31,1193.88
2019-08-01,1189.27
2019-08-02,1200.08
2019-08-05,1216.33
2019-08-06,1246.77
2019-08-07,1244.67
2019-08-08,1245.07
2019-08-09,1243.7
2019-08-12,1244.16
2019-08-13,1254.23
2019-08-14,1248.62
2019-08-16,1240.61
2019-08-19,1239.26
2019-08-20,1233.58
2019-08-21,1237.36
2019-08-22,1225.94
2019-08-23,1225.19
2019-08-26,1245.71
2019-08-27,1244.2
2019-08-28,1236.03
2019-08-29,1236.44
2019-08-30,1231.7
2019-09-02,1222.56
2019-09-03,1223.21
2019-09-04,1230.89
2019-09-05,1233.19
2019-09-06,1216.88
2019-09-09,1211.25
2019-09-10,1201.96
2019-09-11,1202.18
2019-09-16,1206.36
2019-09-17,1192.17
2019-09-18,1196.8
2019-09-19,1194.08
2019-09-20,1203.95
2019-09-23,1201.49
2019-09-24,1205.64
2019-09-25,1211.26
2019-09-26,1208.63
2019-09-27,1206.76
2019-09-30,1212.33
2019-10-01,1201.84
2019-10-02,1206.4
2019-10-04,1205.69
2019-10-07,1203.62
2019-10-08,1202.63
2019-10-10,1203.85
2019-10-11,1200.6
2019-10-14,1191.44
2019-10-15,1186.61
2019-10-16,1185.4
2019-10-17,1193.62
2019-10-18,1201.62
2019-10-21,1198.78
2019-10-22,1191.91
2019-10-23,1184.01
2019-10-24,1184.96
2019-10-25,1180.09
2019-10-28,1180.63
2019-10-29,1175.71
2019-10-30,1173.36
2019-10-31,1181.34
2019-11-01,1177.42
2019-11-04,1184.36
2019-11-05,1174.61
2019-11-06,1168.57
2019-11-07,1166.19
2019-11-08,1166.55
2019-11-11,1158.94
2019-11-12,1169.19
2019-11-13,1171.82
2019-11-14,1179.81
2019-11-15,1184.44
2019-11-18,1178.62
2019-11-19,1176.92
2019-11-20,1180.11
2019-11-21,1181.32
2019-11-22,1184.91
2019-11-25,1180.34
2019-11-26,1180.15
2019-11-27,1177.28
2019-11-28,1177.65
2019-11-29,1180.95
2019-12-02,1180.12
2019-12-03,1190.88
2019-12-04,1201.52
2019-12-05,1207.47
2019-12-06,1205.69
2019-12-09,1201.54
2019-12-10,1203.93
2019-12-11,1210.77
2019-12-12,1214.43
2019-12-13,1206.95
2019-12-16,1191.18
2019-12-17,1193.0
2019-12-18,1190.57
2019-12-19,1188.96
2019-12-20,1190.39
2019-12-23,1183.37
2019-12-24,1183.37
2019-12-26,1187.81
2019-12-27,1183.57
2019-12-30,1192.07
2019-12-31,1195.52
2020-01-02,1197.31
2020-01-03,1190.84
2020-01-06,1197.06
2020-01-07,1208.33
2020-01-08,1201.15
2020-01-09,1205.87
2020-01-10,1192.13
2020-01-13,1192.89
2020-01-14,1190.52
2020-01-15,1191.96
2020-01-16,1202.32
