,AUD
2019-12-04,812.55
2019-12-05,817.39
2019-12-06,813.2
2019-12-09,813.46
2019-12-10,811.4
2019-12-11,811.45
2019-12-12,819.86
2019-12-13,824.29
2019-12-16,805.19
2019-12-17,806.49
2019-12-18,799.6
2019-12-19,798.29
2019-12-20,801.58
2019-12-23,801.96
2019-12-24,801.96
2019-12-26,805.57
2019-12-27,806.28
2019-12-30,810.31
2019-12-31,810.34
2020-01-02,812.37
2020-01-03,808.04
2020-01-06,806.56
2020-01-07,811.41
2020-01-08,800.04
2020-01-09,806.2
2020-01-10,795.3
2020-01-13,801.39
2020-01-14,797.55
2020-01-15,795.81
2020-01-16,799.98
