,KWD
2019-06-04,3887.23
2019-06-05,3882.3
2019-06-07,3883.22
2019-06-10,3880.57
2019-06-11,3896.66
2019-06-12,3889.09
2019-06-13,3889.09
2019-06-14,3898.96
2019-06-17,3896.66
2019-06-18,3904.23
2019-06-19,3899.95
2019-06-20,3873.62
2019-06-21,3843.65
2019-06-24,3826.14
2019-06-25,3811.39
2019-06-26,3808.13
2019-06-27,3812.38
2019-06-28,3807.77
2019-07-01,3806.45
2019-07-02,3803.16
2019-07-03,3834.1
2019-07-04,3852.53
2019-07-05,3848.58
2019-07-08,3852.53
2019-07-09,3872.82
2019-07-10,3877.42
2019-07-11,3882.35
2019-07-12,3857.38
2019-07-15,3868.88
2019-07-16,3874.49
2019-07-17,3870.91
2019-07-18,3876.9
2019-07-19,3872.93
2019-07-22,3852.9
2019-07-23,3866.69
2019-07-24,3869.32
2019-07-25,3868.66
2019-07-26,3873.91
2019-07-29,3888.74
2019-07-30,3885.73
2019-07-31,3881.14
2019-08-01,3881.44
2019-08-02,3903.12
2019-08-05,3924.45
2019-08-06,3984.22
2019-08-07,3992.44
2019-08-08,3993.1
2019-08-09,3982.57
2019-08-12,3977.05
2019-08-13,3996.71
2019-08-14,4007.56
2019-08-16,3983.89
2019-08-19,3989.15
2019-08-20,3980.6
2019-08-21,3978.96
2019-08-22,3958.57
2019-08-23,3962.19
2019-08-26,3985.93
2019-08-27,4013.44
2019-08-28,3996.64
2019-08-29,3994.4
2019-08-30,4000.0
2019-09-02,3981.57
2019-09-03,3989.14
2019-09-04,4000.0
2019-09-05,3979.93
2019-09-06,3946.7
2019-09-09,3937.82
2019-09-10,3923.01
2019-09-11,3921.37
2019-09-16,3919.72
2019-09-17,3895.38
2019-09-18,3907.85
2019-09-19,3916.38
2019-09-20,3931.9
2019-09-23,3921.96
2019-09-24,3928.55
2019-09-25,3931.51
2019-09-26,3945.67
2019-09-27,3948.3
2019-09-30,3955.55
2019-10-01,3948.63
2019-10-02,3933.04
2019-10-04,3963.45
2019-10-07,3941.39
2019-10-08,3935.21
2019-10-10,3929.29
2019-10-11,3933.89
2019-10-14,3911.53
2019-10-15,3893.11
2019-10-16,3894.43
2019-10-17,3903.96
2019-10-18,3909.98
2019-10-21,3891.67
2019-10-22,3877.29
2019-10-23,3861.55
2019-10-24,3867.85
2019-10-25,3857.18
2019-10-28,3865.68
2019-10-29,3850.28
2019-10-30,3840.71
2019-10-31,3846.33
2019-11-01,3829.06
2019-11-04,3848.13
2019-11-05,3823.14
2019-11-06,3821.78
2019-11-07,3813.59
2019-11-08,3821.66
2019-11-11,3804.59
2019-11-12,3822.83
2019-11-13,3829.19
2019-11-14,3843.32
2019-11-15,3852.66
2019-11-18,3840.05
2019-11-19,3834.38
2019-11-20,3849.14
2019-11-21,3854.08
2019-11-22,3874.78
2019-11-25,3877.28
2019-11-26,3869.21
2019-11-27,3863.28
2019-11-28,3867.78
2019-11-29,3878.38
2019-12-02,3880.52
2019-12-03,3881.75
2019-12-04,3904.29
2019-12-05,3933.11
2019-12-06,3919.26
2019-12-09,3926.14
2019-12-10,3915.78
2019-12-11,3926.09
2019-12-12,3930.37
2019-12-13,3916.57
2019-12-16,3863.43
2019-12-17,3865.73
2019-12-18,3844.91
2019-12-19,3838.53
2019-12-20,3835.26
2019-12-23,3828.75
2019-12-24,3828.75
2019-12-26,3834.52
2019-12-27,3826.66
2019-12-30,3826.68
2019-12-31,3819.11
2020-01-02,3819.23
2020-01-03,3815.38
2020-01-06,3836.41
2020-01-07,3857.39
2020-01-08,3843.08
2020-01-09,3870.7
2020-01-10,3821.95
2020-01-13,3822.17
2020-01-14,3808.28
2020-01-15,3800.47
2020-01-16,3819.88
